EEG Emotion Detection Results
==================================================

Sample 1 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1032 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1033 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1034 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1035 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1036 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1037 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1038 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.20, POSITIVE: 0.80]
Sample 1039 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1040 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1041 -> Actual Label: NEUTRAL -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.18, POSITIVE: 0.82]
Sample 1042 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.01, POSITIVE: 0.98]
Sample 1043 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1044 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.01, POSITIVE: 0.98]
Sample 1045 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1046 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1047 -> Actual Label: NEUTRAL -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.20, POSITIVE: 0.80]
Sample 1048 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1049 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1050 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1051 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1052 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1053 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.04, POSITIVE: 0.96]
Sample 1054 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1055 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1056 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.94, NEUTRAL: 0.00, POSITIVE: 0.05]
Sample 1057 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1058 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1059 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1060 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1061 -> Actual Label: POSITIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.54, NEUTRAL: 0.00, POSITIVE: 0.46]
Sample 1062 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.97, POSITIVE: 0.03]
Sample 1063 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1064 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1065 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1066 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.94, NEUTRAL: 0.00, POSITIVE: 0.05]
Sample 1067 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1068 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1069 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1070 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1071 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1072 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1073 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1074 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1075 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1076 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1077 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1078 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1079 -> Actual Label: POSITIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.66, NEUTRAL: 0.00, POSITIVE: 0.34]
Sample 1080 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.95, POSITIVE: 0.05]
Sample 1081 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1082 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1083 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1084 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1085 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1086 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1087 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1088 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1089 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1090 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.03, NEUTRAL: 0.00, POSITIVE: 0.97]
Sample 1091 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1092 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1093 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1094 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1095 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1096 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1097 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1098 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1099 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1100 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.01, POSITIVE: 0.98]
Sample 1101 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1102 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1103 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1104 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.97]
Sample 1105 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1106 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1107 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1108 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1109 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1110 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1111 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1112 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1113 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1114 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1115 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1116 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1117 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.34, POSITIVE: 0.66]
Sample 1118 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1119 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.95, NEUTRAL: 0.00, POSITIVE: 0.05]
Sample 1120 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1121 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1122 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1123 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1124 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1125 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1126 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1127 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1128 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.02, NEUTRAL: 0.01, POSITIVE: 0.97]
Sample 1129 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1130 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1131 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1132 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1133 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1134 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1135 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1136 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1137 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1138 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1139 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1140 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1141 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1142 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1143 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1144 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.90, NEUTRAL: 0.00, POSITIVE: 0.10]
Sample 1145 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1146 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1147 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1148 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1149 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1150 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1151 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1152 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1153 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1154 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1155 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1156 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1157 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1158 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1159 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1160 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.90, NEUTRAL: 0.00, POSITIVE: 0.10]
Sample 1161 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1162 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1163 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.10, NEUTRAL: 0.00, POSITIVE: 0.90]
Sample 1164 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1165 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1166 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1167 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1168 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1169 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1170 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1171 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.95, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1172 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.03, POSITIVE: 0.97]
Sample 1173 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1174 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1175 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1176 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1177 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1178 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1179 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.00]
Sample 1180 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1181 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1182 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1183 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.04, POSITIVE: 0.96]
Sample 1184 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1185 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1186 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.89, NEUTRAL: 0.00, POSITIVE: 0.11]
Sample 1187 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1188 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.06, POSITIVE: 0.94]
Sample 1189 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1190 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1191 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1192 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1193 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.06, NEUTRAL: 0.00, POSITIVE: 0.93]
